,country,year,contributions,personal,corporate,consumption,rgdp_pc,debt_to_gdp,property_rights,spending,business_freedom,labor_freedom,monetary_freedom,trade_freedom,investment_freedom,financial_freedom,corruption,gini
197,Finland,2012,0.4790449224754443,1.1068001349972325,-0.238177182286631,0.9010922977878081,0.62813850144036,-0.2039022387583334,1.073203293252585,-1.807886591667458,1.705399855856311,-1.3462947124825528,-0.009562392470871414,0.4702021055029778,0.7294699083976117,0.9402304108296897,1.7308595527284898,-0.9854033807937466
382,Cyprus,2019,-0.004651531854505207,-0.6463636770440767,0.7635892442932308,0.4128097441297103,-0.022740355063816314,0.9215737355235722,0.14996762583590698,0.9837851063984133,-0.07052542793663344,-0.04420214603589716,0.6480776180257095,0.13754363638819786,-0.10040456604349117,-0.7262604633151821,0.6869114243492745,-0.014634079141221225
145,Germany,2010,1.1409453336637945,0.8502395771375282,-0.446878521157436,-0.710240129283915,0.43183196601968477,0.595631436040941,1.073203293252585,0.2132837177322326,1.182488522295054,-1.5366591227817714,-0.35056091643205906,0.5911688215447183,0.7294699083976117,-0.7262604633151821,-0.9475198641444345,-0.11682032142043404
323,Sweden,2016,-2.041268181664816,1.8337217155997272,-0.1546966467383091,0.07101195656904219,1.1054087656818767,-0.5187012117629259,1.073203293252585,-1.2663022822426793,1.1923547738716824,-0.5010767307540219,1.4031457782254855,0.7423772165968918,0.7294699083976117,0.9402304108296897,1.6656127947047887,-0.5511118511070898
42,Latvia,2006,-0.6665519430428559,-0.7532639094856199,-1.281683876640654,-0.2707858309916268,-0.9607175196207302,-1.399024003527981,-1.1119698840649956,0.74928468376088,-0.25798420789255594,0.49643277921388335,-0.13134757959986776,-0.9511568079874495,-0.5153418032640427,0.10698497375725381,-1.051914676982356,2.3356494932806817
160,Spain,2010,0.30084096561704177,-0.09048246834805146,-0.02947584341582717,-1.9797747687949692,-0.11414558561906822,-0.01167985701216637,-0.019383295406205224,0.9614517328138861,-0.17905419527953645,-0.9731804682960843,-0.8864157397996436,0.5911688215447183,0.3145326711770603,0.9402304108296897,-1.0062419463657652,0.9561352225113041
233,Luxembourg,2013,0.07172159251338166,0.016417764093491792,1.5149140642281276,-0.6125836185522949,3.2592595340005976,-1.0368658929917243,1.073203293252585,0.5315342913117421,-0.27771671104581114,-1.60519031048949,-0.49670314098685675,0.37947706847167456,1.5593443828387146,0.9402304108296897,1.404625762609985,0.16419184484740165
250,Estonia,2014,0.020806176268124046,-0.17600265430128653,-1.7408268221564243,0.5104662548613303,-0.7263765929622991,-1.4018098351474906,1.073203293252585,1.0284518535674672,-0.0014616669002422698,-0.3183268968667721,-1.081272039206037,0.6818938585760216,1.1444071456181633,0.9402304108296897,1.0457685934796297,1.4926129944771738
222,Denmark,2013,-2.7031685928531677,1.5771611577400226,0.3461865665516216,1.0964053192510474,1.1968139962371285,-0.4713420742312615,1.073203293252585,-1.768803187894536,2.0507186610382724,2.362004000146226,-0.3262038790062612,0.37947706847167456,0.7294699083976117,1.7734758479021255,1.7634829317403402,-0.7554843356655164
249,Denmark,2014,-2.7031685928531677,1.8123416691114198,1.0975113864865185,0.9499205531536177,1.2262599765502298,-0.46298457937273263,1.073203293252585,-2.0703037312856503,2.021119906308389,2.3696185765581954,-0.3262038790062612,0.6818938585760216,1.1444071456181633,1.7734758479021255,1.7961063107521908,-0.5255652905372871
397,Netherlands,2019,0.708164295579104,0.5509189263012081,0.5131476376482654,-0.1731293202600067,1.0477437209020533,-0.34040798811430706,0.9639446343867061,0.2970338686742087,0.3734558930116027,0.016714465259852592,0.6480776180257095,0.13754363638819786,1.1444071456181633,0.9402304108296897,1.469872520633686,-0.5766584116768935
334,Germany,2017,1.2427761661543106,1.1495602279738497,0.13748522768081703,-0.9543814061129638,0.6428614915969106,0.11646839748527818,0.6853350542787149,0.2132837177322326,0.8865009749962299,-1.315836406834678,1.1108613291158969,0.43996042649254485,0.3145326711770603,0.10698497375725381,1.4372491416218356,-0.16791344256004045
332,Finland,2017,0.3262986737396706,0.9357597630907639,0.3461865665516224,0.9499205531536186,0.7054341997622509,0.010606795943910891,1.1059808909123485,-2.098220448266309,1.2416860317548197,-0.5086913071659908,0.9160050297095,0.43996042649254485,0.7294699083976117,0.9402304108296897,1.5677426576692375,-1.1386827442125658
229,Ireland,2013,-1.455740894844352,-0.8815441884154718,-0.23817718228663176,-1.1496944275762024,0.742855133076817,1.6431041249765763,1.073203293252585,-0.4902175501803669,0.5707809245441521,1.257890420410758,0.3557931689161176,0.37947706847167456,1.1444071456181633,0.10698497375725381,1.1436387305151812,0.24083152655681173
147,Hungary,2010,0.275383257494413,0.08055790355841713,-0.4468785211574356,0.9987488085194265,-0.9165485491510782,0.5371289720312382,-0.2925299425709028,-0.6521345086681876,-0.08039167951326175,0.5725785433335708,-1.7632690871284193,0.5911688215447183,-0.10040456604349117,0.10698497375725381,-1.051914676982356,-1.445241471050205
311,Italy,2016,0.5045026305980722,0.7647193911842946,1.5149140642281276,-0.4660988524548661,0.06866487549143559,2.058193036283517,-1.1119698840649956,-0.8643015577211935,-0.7216980319940473,-0.5391496128138656,0.7698628051547058,0.7423772165968918,0.7294699083976117,-0.7262604633151821,0.32805425521891923,0.8539489802320913
100,Netherlands,2008,0.6572488793338463,0.3371184614181216,-0.19643691451247025,-0.5149271078206757,0.9146233515699079,-0.17325809094372702,1.073203293252585,0.03461672905601706,1.0246284970690152,0.4355161679181336,1.3544317033738897,0.13754363638819786,1.1444071456181633,1.7734758479021255,-0.914896485132584,-0.5511118511070898
34,Estonia,2006,-0.18285548871290727,-0.4325632121609902,-1.6990865543822635,0.3151532333980911,-0.7754532268174679,-1.5745313955570899,-0.019383295406205224,1.1066186611133113,0.42278715089474006,-0.8208889400567094,0.818576880006305,-0.9511568079874495,1.1444071456181633,1.7734758479021255,-0.986667918958655,0.8539489802320913
110,Bulgaria,2009,-0.895671316146516,-1.6939859549712006,-1.0312422699956887,0.803435787056188,-1.2214371369763144,-1.315449054942691,-2.204556472723786,1.1792021252630243,-0.40597798154196796,1.3949527958261962,-2.0799105736638093,0.07706027836732761,-1.3452162777051455,-0.7262604633151821,-1.0812757180930215,0.9305886619415005
175,Ireland,2011,-1.379367770476465,-0.8815441884154722,-0.36339798560911407,-1.296179193673632,0.7324263483825937,1.3951651108402159,1.073203293252585,0.5315342913117421,1.4192785601341138,1.326421608118477,-0.15570461702566563,0.6214105005551513,1.1444071456181633,0.10698497375725381,-0.9605692157491746,0.010912481428582432
248,Czechia,2014,0.9627413768053934,0.037797810581799984,-0.613839592254079,-0.31961408635743643,-0.5779197755504134,-0.5298445382409646,-0.019383295406205224,0.3472839592393943,-0.7414305351473025,1.8213690748964455,-0.47234610356105544,0.6818938585760216,0.3145326711770603,0.9402304108296897,0.4585477712663212,-1.1897758653521722
135,Austria,2010,0.8354528361922484,1.299220553392011,-0.11295637896414872,-0.27078583099162595,0.6434749495201002,0.6067747625189799,1.073203293252585,-0.4902175501803669,-0.39611172996534105,1.4482548307099765,-0.49670314098685675,0.5911688215447183,-0.10040456604349117,0.10698497375725381,-0.9475198641444345,-0.372285927118467
378,Austria,2019,1.0645722092959085,1.4275008323218623,0.3461865665516216,-0.368442341723246,0.8140162521668118,0.2669033049388004,0.756353182541536,-0.7303013162140318,-0.26785045946918284,0.6563388838652277,0.03915168238072781,0.13754363638819786,1.1444071456181633,0.10698497375725381,1.3067556255744335,-1.1897758653521722
154,Netherlands,2010,0.5554180468433307,0.5295388798128999,-0.6973201278024014,-0.5637553631864853,0.8324199898625002,-0.04510983644628246,1.073203293252585,0.04578341584828031,0.4918509119311312,-0.07466045168377203,-0.08263350474826853,0.5911688215447183,1.1444071456181633,0.9402304108296897,-0.918158823033769,-1.0875896230729594
19,Netherlands,2005,0.5554180468433307,0.3584985079064298,0.13748522768081703,-0.0754728095283875,0.7158629844564742,-0.2540472079095075,1.073203293252585,-0.5348842973494209,-0.7512967867239294,0.10808938220347776,0.842933917432103,-1.6164737462170138,1.1444071456181633,1.7734758479021255,-0.9246834988361391,-0.7299377750957137
142,Estonia,2010,0.4790449224754443,0.12331799653503504,-1.8243073577047462,0.4616379994955199,-0.8435470562915146,-1.5132430999278772,0.5269099989231899,1.3746191441276352,0.5411821698142686,-0.9960241975319903,-2.4939802099023973,0.5911688215447183,1.1444071456181633,0.9402304108296897,-0.9931925947610251,0.3941108899756318
158,Slovakia,2010,0.3262986737396706,-0.539463444602533,-1.2816838766406542,-1.1008661722103927,-0.7570494891217796,-0.5549170228165515,-0.8388232369002979,1.5030360422386653,-0.4947742457316157,0.38221413303435214,-0.7646305526706473,0.5911688215447183,-0.5153418032640427,0.10698497375725381,-1.0649640285870963,-0.9854033807937466
